comment_class,comment_text,category,reply_count,like_count,video_name,date
0,My gaydar is going ooooooff,8,13,113,,2017-12-30T13:26:36.000Z
0,Matt part 2,,1,22,,2017-12-30T13:33:22.000Z
11,Omg amber find someone your own age. What the hell Do you find so attractive with old fucks? You just got out of a relationship and now you are right back in one. Don't be a jenelle! Now I do not have any favs on Teen mom.,11,0,0,,2017-12-30T13:58:27.000Z
0,I feel like every season amber has a new man on her couch.,8,2,109,,2017-12-30T14:09:25.000Z
0,"I do not know what to think of him yet, so for now I give him the benefit of the doubt. I like this guy more than I liked Matt when she introduced him",8,17,129,,2017-12-30T14:14:30.000Z
0,Amber need to bless that Gary and step mom is there for her daughter .....,8,19,61,,2017-12-30T14:16:39.000Z
0,I dont see how amber just up and jump from one man to other ..gave your pocket a break and see what u are doing wrong in your choice of men..,8,4,39,,2017-12-30T14:17:20.000Z
0,Amber please get a new house. this house reminds me of when that thing lived there with you.,12,0,0,,2017-12-30T14:32:35.000Z
0,Amber why are ju always needs to mest old gays to mest. You are so young.the are just jusing you Becuse you are so young.thats cald chaild raip.thing of your dotter insteg.,11,0,0,,2017-12-30T14:37:53.000Z
0,They all look so old,8,3,26,,2017-12-30T14:48:45.000Z
0,SMDH,,0,25,,2017-12-30T15:10:06.000Z
0,It's so pathetic that Amber's happiness and self esteem relies solely on her relationships with loser men. It's sad that her daughter is not enough for her and she has to go find love in men who just want her for her money. Poor Leah,12,0,1,,2017-12-30T15:17:52.000Z
0,She like older men huh old enough to be an uncle type lmao,12,2,10,,2017-12-30T15:21:49.000Z
0,praise the lord that she got rid of mat. my goodness,12,7,4,,2017-12-30T15:48:35.000Z
0,Amber always fall in love with a beast,8,0,23,,2017-12-30T15:57:32.000Z
0,"Why would they use that screen grab or amber? Y’all know she doesn’t look good, PICK A BETTER ANGLE. MTV IS ASSHOLE !!!!",11,0,0,,2017-12-30T16:00:10.000Z
0,Poor Amber,,0,0,,2017-12-30T16:06:48.000Z
0,He looks normal,,0,0,,2017-12-30T16:08:04.000Z
0,YA AMBER! WHY CANT YOU JUST FOCUS ON GETTING LEAH BACK YOU WEAKASS???,11,0,0,,2017-12-30T16:18:32.000Z
0,Amber one day all the cameras will be gone get it together. And do more for your daughter and make something of your self,12,0,16,,2017-12-30T16:24:56.000Z
0,Amber has a thing for older men cant she just find a guy not far from her age,12,0,1,,2017-12-30T16:41:31.000Z
0,So depressed that she can’t see her daughter yet she can start a relationship? Amber just doesn’t care or have the time to be a mom. So glad Leah has Gary and his wife!!!,8,3,60,,2017-12-30T16:50:43.000Z
0,Dude seems gay. Amber is such an idiot.,8,2,16,,2017-12-30T17:05:49.000Z
0,Amber and Jenelle and Farrah should just learn from their mistakes instead of repeating them. Amber jumped into a relationship with Matt after getting out of prison. She's replacing one habit with another man can be an addiction the same as anything else. All these people should take sometimes for themselves to really learn how to cope and just take care of their children.,12,0,0,,2017-12-30T17:07:24.000Z
0,"Having kids is not an issue. It becomes ans issue when the father is a dead beat dad. But if I were to meet someone and they had kids, the first thing I would make sure of is that he’s an amazing father, responsible in all aspect of that word and that he has respect for his kids mother. Then we could take it from there. Kids are a blessing, some ppl just don’t appreciate it.",12,0,0,,2017-12-30T17:31:43.000Z
0,"Amber , in my opinion, gets with guys a little too... feminine? Like they move very femininely",12,0,0,,2017-12-30T17:33:36.000Z
0,This is a slightly younger version of Matt.....its Matt pt 2...she really needed to focus on poor Leah who is craving some interaction with her and now Amba is pregos by another loser after her money....thank god that Leah has Gary and Christina in her life,12,0,0,,2017-12-30T17:37:57.000Z
0,"Amber, meet Leah",,0,10,,2017-12-30T17:44:21.000Z
0,"I honestly feel like shes a normal human like everyone else that has needs. She doesnt like to feel alone. She does not have her daughter, its an empty house, no one to enjoy her fame. And shes at the age where she wants to build and settle down. She needs to find a place where she can feel fulfilled and content with herself. And then she will be able to date and not jump into relationships.",12,0,3,,2017-12-30T17:59:38.000Z
0,Unfortunately we all have past lives and alot of us made bad decisions. I hope Andrew is good to Amber and she begins to focus on her daughter.,12,1,1,,2017-12-30T18:04:33.000Z
0,This girl cannot go a full year w/ out being with someone. Amber if you don’t take a moment to breathe you are going to suffocate!!!,8,2,23,,2017-12-30T18:36:33.000Z
0,Lmao she does not have a chin in the thumbnail,12,1,0,,2017-12-30T18:39:48.000Z
0,It will be interesting to see amber tackle motherhood this time around. I have high hopes now that she is sober. I hope she has a little boy.,12,0,0,,2017-12-30T18:48:46.000Z
0,C R E E P Y A F,,0,2,,2017-12-30T19:00:09.000Z
11,Jesus how Long was she even single  Amber is so pathetic. You would think that now that she single she would be trying to make up for lost time with Leah. What a shit mom,11,0,9,,2017-12-30T19:27:45.000Z
0,She always pick these old dudes... why??!?,2,1,2,,2017-12-30T19:35:26.000Z
0,Random thought🤔 (since I have no opinion on the new guy) : Her hair and makeup was so bomb when she was on drugs 🤔,12,0,4,,2017-12-30T19:48:36.000Z
0,How do her and Jenelle get a new Boyfriends so fast ?!,2,2,8,,2017-12-30T19:57:38.000Z
0,It seems like Amber is moving a little too fastDidn't she just get out of a relationship?I would like to see her spend more time with Leah I think she is a great mom,12,0,0,,2017-12-30T20:25:53.000Z
0,I am starting to kind of lose respect for Amber. she is becoming like the rest of the females she is quick to have a baby all fast and not even get to know the dude ... that ain't right then wonder why her whole life screwed up.. focus on the kid u hardly c before having another one. another Matt this guy is not what he claims to be either. I read news on him and he is another Matt ....,12,0,0,,2017-12-30T20:52:06.000Z
0,I like that he has a job and seems to have his life together,3,1,1,,2017-12-30T21:13:11.000Z
0,image balance declare nawfek similarly melt appointment find relative closely distance away account extend.,10,0,0,,2017-12-30T21:13:15.000Z
0,She found another couch potato to veggie out with. He could not even stand up to greet them.,8,0,26,,2017-12-30T21:21:24.000Z
0,Sophia is so .. nvm .. I do not like to talk about the chirren',8,4,14,,2017-12-30T21:32:52.000Z
11,My partner was married for NUMBER years before we got together and I thank god every day he never had a kid with that bitch,11,0,0,,2017-12-30T21:44:49.000Z
0,Um who is she exposing her daughter to now!!?? Ffs!!!,2,0,0,,2017-12-30T22:30:19.000Z
0,Damn is amber’s dad in her life? Because she looks for him in her men I see,2,2,6,,2017-12-30T22:38:04.000Z
0,What's up with Amber dating older guys? Kind of weird and gross,4,0,0,,2017-12-31T01:12:32.000Z
11,I like u Amber but........ u need to stop looking for guys..... And the same way u look for guys u should pay more attention to your daughter..... Cause daughter is always going to be there.... But dicks come and goooo,11,0,0,,2017-12-31T01:42:42.000Z
11,I actually really want to see this bitch raise a baby....that’s all I wanna see,11,0,0,,2017-12-31T02:00:35.000Z
0,The thumbnail lmao,,0,1,,2017-12-31T02:30:09.000Z
0,LOL Sophia,,0,0,,2017-12-31T03:02:03.000Z
0,I do not like this guy already.. seems like he is using her obviously,4,1,1,,2017-12-31T04:12:52.000Z
0,Haven’t seen this show in a min got to crazy,3,0,0,,2017-12-31T04:17:04.000Z
0,"good for amber, she found new love. We all deserve someone",12,0,1,,2017-12-31T05:51:45.000Z
0,Amber acts different around every guy but he is better than the other one I just feel that ppl with kids need to be with ppl with kids and ppl with no kids need to be with ppl with no kids,12,0,1,,2017-12-31T07:18:37.000Z
0,She did not know he did not had kids before?,2,0,6,,2017-12-31T10:05:50.000Z
0,""" hey, let us not use a condom, then we can get on that tv show and everything will be ok """,12,0,1,,2017-12-31T11:32:37.000Z
0,Did any of you notice that she introduced him (holding hands and sitting on the couch) in the exact same way as she did with Matt? It was like having déjà vu.,8,0,17,,2017-12-31T11:42:07.000Z
0,He likes men's sorry but Amber cannot pick a guy to save her life.,12,0,0,,2017-12-31T12:22:24.000Z
0,"She's always gotta go right from a relationship into another immediately, not good for her or her kid.",12,0,2,,2017-12-31T13:37:18.000Z
0,Poor Leah. She has been introduced to so many men on her mom’s behalf. Everything from a child molester to drug addicts,12,0,0,,2017-12-31T14:00:19.000Z
0,Wtf Amber has bad taste in men and old,11,1,3,,2017-12-31T15:46:01.000Z
0,That thumbnail though  y’all wrong for that,10,0,2,,2017-12-31T16:02:22.000Z
0,He seems creepy already,,0,1,,2017-12-31T16:35:12.000Z
0,So where is Andrew? Where and when did he get introduced on the show?,2,0,0,,2017-12-31T16:59:38.000Z
0,Worst Teen Mom thumbnail ever,4,0,0,,2017-12-31T22:37:36.000Z
0,Didn't Amber get her body fixed? She looks big again,4,3,1,,2017-12-31T22:37:55.000Z
0,Omg hahaha his head is small,12,0,0,,2017-12-31T22:43:58.000Z
0,She should not have introduced him to the lifestyle and the cameras for so long. He could just be about the clout. Making a baby does not mean they love you. It just means he will always have that connection & a piece of the cake. How can these girls be so blind and ignorant. Guys can morph into anything you want.,12,0,8,,2017-12-31T23:02:42.000Z
0,She’s a bad mom..,4,0,0,,2018-01-01T00:11:33.000Z
0,Smh 🤦‍️ girl you need take time for yourself & do things for you & ur daughter. Do Not get into a relationship so quickly. It’s ok to be single. Find yourself.,12,0,3,,2018-01-01T00:56:21.000Z
0,"Come on he is NUMBER years old, he does not have children but only in a few months Amber is pregnant, I am the only one that can notice something weird ? He only came to visit and he stayed, just like Matt If this not is for fame or money that means Amber do ""something"" very good because they felt in love really quick .",12,0,1,,2018-01-01T07:45:37.000Z
0,he seems gay,,0,0,,2018-01-01T08:28:47.000Z
11,"Amber is a peice of shat ex con, drug addict, terrible mother, and a fat ugly beastly excuse for a woman. No personality, no responsibility, no consequences, or decency. What a hypocrite. I swear if anyone deserves to be lonely and lost its her. I wish she would just do herself, god I hate these type of women. A whore bad mother who thinks the world owes her everything, and she,ain't even attractive.",11,0,0,,2018-01-02T02:50:22.000Z
0,Biggest pet peeve is when someone or guests walk into a room and the other person doesn’t get up out of their seat to say hello. So rude,8,0,10,,2018-01-02T06:23:43.000Z
0,"I do not understand why Amber cannot be by her self for a little while, she is always in a hurry to find another boyfriend to move to fast with, and then she calls up Garry to see Leah, like I am good I got another man now can I see my daughter, she is just as crazy as jenelle is with men",12,1,7,,2018-01-02T15:36:23.000Z
0,"Thank God Gary has custudy oficial leah,amber such a Joke for a mother",12,0,1,,2018-01-02T18:00:19.000Z
0,SAAATAAAN DIALOET PLS KILL ALL AND BABY AND MOM AND DADD ALL KILL PLS,11,0,0,,2018-01-03T09:28:45.000Z
0,Im getting a little bit of a mr sister feel but good luck ams,12,0,0,,2018-01-03T19:37:12.000Z
11,"OMG, Amber!!!!! Why cannot you stay single for more than NUMBER minutes and get your shit together??? You have a daughter who misses you so much and is dying to spend time with you. The last thing you need, especially after getting out of such a hellish, toxic 3-year relationship filled with lies, theft, and deceit, is to immediately jump into something new. Take some time and get your life in order, clear your mind, spend time with your daughter, and work on yourself so that you can move past and recover from this horrific mess with Matt. Stop being so totally co-dependent and reliant on having a man in your life at all times. I do not blame Gary one bit for getting irritated with her. She has been totally neglecting Leah for so long and it is completely unfair for her to not have her mother in her life.",11,0,0,,2018-01-03T21:45:29.000Z
0,"So this is Amber's latest victim?? Surprised that last user lasted so long but when I heard what dough these baby mamas roll in, it keeps em procreating!! Whole show is sad indictment of what our society has spawned.",12,0,0,,2018-01-04T08:24:08.000Z
0,This is why it is good that Gary maintains most of the custodial arrangements for Leah. Amber will never get her priorities straight and focus on building a healthy relationship with Leah. Her energy and time goes to these dudes that only use her for $ that she brings around when she should give Leah her energy and time.,12,0,0,,2018-01-05T04:10:10.000Z
0,Amber likes them strange and creepy though,12,0,2,,2018-01-05T10:32:38.000Z
11,Amber Sure does know how to pick them smh! They are all either fucking creepy perverts and just plain weird even Gary,11,0,0,,2018-01-08T14:54:16.000Z
11,She fucking ridiculous,11,0,0,,2018-01-09T11:23:02.000Z
0,"I do love amber, but.......She should worry about being more proactive in her child's life then starting a new relationship.",12,0,0,,2018-01-09T17:59:46.000Z
0,That thumbnail.,,0,0,,2018-01-10T13:05:16.000Z
0,"He worked for the show, lmaof, I like him better , than that other guy,",3,0,0,,2018-01-15T06:04:47.000Z
11,Does amber find men at sober living or transitional housing cause these men are old and don’t have shit to offer,2,0,0,,2018-01-15T20:39:54.000Z
0,Amber says she needs a distraction so finds another man spend the time with your daughter she should get your attention more than any man act like an adult,12,0,0,,2018-01-17T21:00:29.000Z
11,she loves the old dick,11,0,0,,2018-01-18T08:13:13.000Z
0,Gross. Just keeps bringing guys around. Teaching her daughter well!!,12,0,0,,2018-01-24T22:37:44.000Z
0,One here,,1,1,https://www.youtube.com/watch?v=13C5S3ccbfY,2017-10-13T03:53:34.000Z
0,"Can't wait for Mr David to drop , where da real fans at ?",2,6,42,,2017-10-13T03:53:46.000Z
9,<NULL>,,0,0,,2017-10-13T03:53:52.000Z
9,<NULL>,,0,1,,2017-10-13T03:54:04.000Z
11,Who else fuck with Gucci Mane,11,3,16,,2017-10-13T03:54:05.000Z
9,<NULL>,,0,1,,2017-10-13T03:54:07.000Z
0,THIS BEAT IS LIT,,1,84,,2017-10-13T03:54:16.000Z
0,Early :D,,1,2,,2017-10-13T03:54:34.000Z
0,Here b4 NUMBER views,,1,1,,2017-10-13T03:54:35.000Z
9,<NULL>,,0,8,,2017-10-13T03:54:43.000Z
9,<NULL>,,1,2,,2017-10-13T03:55:08.000Z
9,<NULL>,,1,1,,2017-10-13T03:55:37.000Z
9,<NULL>,,0,2,,2017-10-13T03:56:26.000Z
9,<NULL>,,1,1,,2017-10-13T03:56:43.000Z
0,Here before NUMBER views,,0,1,,2017-10-13T03:57:00.000Z
0,Gucci,,0,0,,2017-10-13T03:57:44.000Z
0,Who else mad tired but wanna hear this gucci heat?,8,1,194,,2017-10-13T03:57:59.000Z
9,<NULL>,,1,1,,2017-10-13T03:58:45.000Z
9,<NULL>,,0,9,,2017-10-13T03:58:51.000Z
0,"edgy as f***, sounds better on MusicHUB",11,0,0,,2017-10-13T03:59:40.000Z
0,"I miss that, ""Bling, plow, Burr""",8,4,79,,2017-10-13T04:00:54.000Z
9,<NULL>,,1,1,,2017-10-13T04:01:54.000Z
9,<NULL>,,0,1,,2017-10-13T04:02:11.000Z
0,I Need i get the bag part2,10,1,3,,2017-10-13T04:05:10.000Z
0,If You're An Upcoming Artist Check Out My Page For Free Beats!,10,2,2,,2017-10-13T04:07:43.000Z
0,Wop Crop Top 🤘,,0,2,,2017-10-13T04:08:02.000Z
0,Fire,,1,1,,2017-10-13T04:10:05.000Z
0,Straight tight I like it!,3,1,1,,2017-10-13T04:15:05.000Z
0,hard,,0,6,,2017-10-13T04:16:09.000Z
0,Who tf disliked this,,2,4,,2017-10-13T04:16:37.000Z
11,love the shit,,4,4,,2017-10-13T04:17:46.000Z
11,That NUMBER dislike is a bitch,11,0,6,,2017-10-13T04:20:00.000Z
11,another one !!! hell yeah!! damn gucci you killing them!!! jajaja,3,1,12,,2017-10-13T04:20:15.000Z
0,Rather be sleepy at work to listen to this album omm,4,0,10,,2017-10-13T04:21:22.000Z
0,Gotta work in NUMBER hours but I am staying up bumping this cuz it is the month of bricksquad year 10/(20)17,8,1,49,,2017-10-13T04:21:54.000Z
0,wish my dad didnt beat me... cool song tho,3,5,45,,2017-10-13T04:22:09.000Z
0,This remind me of a filthy eskay beat. Swagggg,3,1,6,,2017-10-13T04:22:14.000Z
0,Stephen curry Pound of lush,12,1,2,,2017-10-13T04:28:41.000Z
0,that little sound sounds like the sound in the doctors ear checker thingy,12,2,0,,2017-10-13T04:32:38.000Z
0,This a nice song to take a nap too,8,2,9,,2017-10-13T04:33:46.000Z
0,"Bandwagon full, all new Gucci fans go to sleep. 🤙",8,1,16,,2017-10-13T04:37:28.000Z
11,This song make me wanna slap nicki Minaj ass,11,0,28,,2017-10-13T04:39:21.000Z
11,I’m YSL designered down I Drip Like Gunna nigga! (Thugga) SLATT !!,11,1,9,,2017-10-13T04:39:39.000Z
11,"shit makes me wanna fight NUMBER niggas with my wife beater, ball shorts and jordan flip flops",11,0,9,,2017-10-13T04:42:40.000Z
0,Steph Curry Pound A Kush Im just a Big Ole Baby Subscribe,3,1,1,,2017-10-13T04:48:59.000Z
0,I am woke now thanks Gucci  well worth it,3,2,20,,2017-10-13T04:53:36.000Z
0,Gotta end it wit a bang daamn,3,0,0,,2017-10-13T04:53:38.000Z
0,NOW DATS STREEEEEET MONEY RIGHT DER,3,2,5,,2017-10-13T05:02:58.000Z
0,Gucci is like Chic Fila never let me Down. Mr 1017.,3,1,8,,2017-10-13T05:15:51.000Z
11,He fuckin litt!,,1,4,,2017-10-13T05:16:52.000Z
9,<NULL>,,0,0,,2017-10-13T05:26:02.000Z
0,The one person that disliked this is a true hater smh,12,0,0,,2017-10-13T05:42:43.000Z
0,Flame Clapperz,,0,0,,2017-10-13T05:53:46.000Z
9,<NULL>,,1,1,,2017-10-13T05:55:47.000Z
0,Its Friday. Payday. Mr. Davis Day. Woptober 13th is LIT,3,0,0,,2017-10-13T05:57:33.000Z
9,<NULL>,,2,14,,2017-10-13T05:57:42.000Z
0,Dis song makes me wanna drop a combination,3,1,4,,2017-10-13T06:02:16.000Z
11,This shit is on top fuckz with Gucci songs yeee,11,1,2,,2017-10-13T06:30:55.000Z
11,Steph curry pound of kush under my armour nigga.........OH DAMN,8,5,58,,2017-10-13T06:54:29.000Z
11,my shit NUMBER bham Alabama (Ensley boy Dee),11,0,0,,2017-10-13T07:03:46.000Z
11,Who was the first NUMBER fuck boys to unlike this,11,1,1,,2017-10-13T07:20:31.000Z
0,Uncle zay beats are fyah,3,1,0,,2017-10-13T07:36:44.000Z
11,NIGGA U WACK GET THAT TO YOUR HEAD,11,1,0,,2017-10-13T07:44:13.000Z
0,GOAT!!!,,1,0,,2017-10-13T07:55:25.000Z
0,ALABAMA STAND UP...205 EASTCIDE ..WIZOP NUMBER PRESIDENT 2020!!!,12,0,2,,2017-10-13T07:58:22.000Z
11,This beat got the heat niggah! Tho!,3,1,4,,2017-10-13T08:04:34.000Z
0,"this that real gucci mane style, i can feel this bih",3,2,29,,2017-10-13T08:06:16.000Z
0,Woptober was better it’s my opinion so far there’s only like NUMBER that I really like on this new album.,3,1,7,,2017-10-13T08:30:04.000Z
0,ZiGGY!!! These two got one of the best combos ever,3,0,25,,2017-10-13T08:39:56.000Z
0,glad u made it,,1,2,,2017-10-13T08:48:48.000Z
9,<NULL>,,1,6,,2017-10-13T08:53:15.000Z
0,Wizop,,0,2,,2017-10-13T08:57:49.000Z
9,<NULL>,,1,0,,2017-10-13T10:47:50.000Z
0,The whole Album on YouTube ?,2,1,1,,2017-10-13T11:15:53.000Z
0,R.I.P BANKROLL,,1,29,,2017-10-13T11:18:36.000Z
0,He sound like he used to sound now voice wise lol,12,0,0,,2017-10-13T11:24:08.000Z
9,<NULL>,,1,0,,2017-10-13T11:25:44.000Z
0,Was about to beat my meat to the shadow realm but guwop uploaded you know,12,0,1,,2017-10-13T11:28:50.000Z
0,The thing goes........,,1,1,,2017-10-13T11:42:40.000Z
9,<NULL>,,1,0,,2017-10-13T12:23:58.000Z
0,Great album,,1,8,,2017-10-13T12:31:36.000Z
0,When is u and jakes song coming?!?,2,3,1,,2017-10-13T12:34:40.000Z
0,10k Befo NUMBER Mil,,2,1,,2017-10-13T12:51:04.000Z
0,zaytoven Killed this beat,,1,4,,2017-10-13T13:28:30.000Z
0,"yooo if one person reads this that'd be amazing. Any rappers, singers, artists alike - check my beats if ya gotta minute. I work hard on 'em so it'd mean a lot!",10,1,4,,2017-10-13T14:25:12.000Z
11,Drugs And bitches gucci mane,11,1,1,,2017-10-13T15:17:42.000Z
0,RIP Slim Dunkin,,0,0,,2017-10-13T16:49:37.000Z
0,here before 15k,,1,1,,2017-10-13T16:52:29.000Z
0,This intro and outro legendary af,3,0,3,,2017-10-13T16:55:57.000Z
11,"""Stephen curry, pound of kush under my armor nigga"" ",8,1,14,,2017-10-13T17:03:09.000Z
0,this goes hard!! best gucci album,3,2,4,,2017-10-13T17:59:53.000Z
0,All this need is a feature from Taylor Swift,12,1,2,,2017-10-13T18:03:45.000Z
11,The intro and outro and members only are the best tracks Gucci go back to that underground sound fuck this mainstream shit,11,1,7,,2017-10-13T19:20:59.000Z
0,I know my pop looking down at me like im glad you made it,12,1,7,,2017-10-13T19:24:46.000Z
0,Burrr burrr the goat!!,,0,0,,2017-10-13T19:58:23.000Z
11,Zaytoven should have produced all beats on this album. Anyone agree? Shit Alabama stand up 256,8,2,31,,2017-10-13T19:59:24.000Z
11,Gucci makes this simple ass flow go hard as hell,8,5,121,,2017-10-13T20:12:04.000Z
0,"this song make me wanna make it then destroy everythin up then go back and make it again, burrr burr bur",12,2,6,,2017-10-13T20:18:03.000Z
9,<NULL>,,0,0,,2017-10-13T20:43:58.000Z
0,Gucci has been grinding and hustling so much and now he can finally relax and live in luxuries with his fiancé. He been keeping everything,8,1,50,,2017-10-13T21:26:27.000Z
0,This beat lit,,1,1,,2017-10-13T22:46:39.000Z
9,<NULL>,,0,0,,2017-10-14T00:30:11.000Z
0,FUK WIT MY FREESTYLES,11,0,0,,2017-10-14T00:45:08.000Z
0,he come like it is cold,12,1,1,,2017-10-14T01:40:17.000Z
0,This mf hard,,0,1,,2017-10-14T01:40:32.000Z
0,Best track on the album,3,0,1,,2017-10-14T01:46:36.000Z
0,this kinda sound more like old gucci,3,0,0,,2017-10-14T02:33:14.000Z
0,Loveeee youuuu gucciiiiii,,0,0,,2017-10-14T03:02:05.000Z
0,ALBUM OF THE YEAR,,0,4,,2017-10-14T04:39:43.000Z
0,They say my wife crazy cus she married a killa....,10,0,0,,2017-10-14T05:18:28.000Z
0,best song on album,,0,0,,2017-10-14T05:47:23.000Z
9,<NULL>,,0,0,,2017-10-14T14:07:00.000Z
0,"rip bankroll, shawty lo, and dunk",3,0,0,,2017-10-14T14:36:17.000Z
9,<NULL>,,0,0,,2017-10-15T01:28:40.000Z
0,Best song on the album NUMBER me real asf 2,3,0,2,,2017-10-15T04:04:57.000Z
0,Wish bankroll was around to kill this beat wit big Wop..,12,0,0,,2017-10-15T08:18:07.000Z
0,Slapppsss,,0,0,,2017-10-15T09:55:34.000Z
11,now I am satisfied I was wondering when he was gone say something bout bankroll took long enough....fuck that nigga NUMBER cabage,11,0,3,,2017-10-15T13:24:48.000Z
0,Gucci best album since being released like if you agree,3,0,1,,2017-10-15T14:17:36.000Z
0,classic albumcongragulation mr. mane,3,0,2,,2017-10-15T23:40:11.000Z
0,Impressive lyrics.  Davis Out Now -,10,0,1,,2017-10-16T01:57:15.000Z
0,"The person who placed the ""Hi"" and ""Ohhh"" chants was drunk af during this ....",1,0,0,,2017-10-16T07:54:09.000Z
0,The Real Gucci! Trap House3,12,0,4,,2017-10-17T00:08:59.000Z
9,<NULL>,,0,0,,2017-10-17T00:58:17.000Z
0,ALABAMA WE DON'T PLAY,,0,2,,2017-10-17T01:34:21.000Z
0,This Is Cool Gucci,,0,1,,2017-10-17T04:56:17.000Z
0,10/17 listening to it,,0,0,,2017-10-17T13:40:14.000Z
0,Rest in peace Slim Dunkin,12,0,3,,2017-10-17T17:26:50.000Z
11,my nigga shouted out Gunna️,11,0,0,,2017-10-17T21:15:35.000Z
0,Did the cardi b flow,2,0,0,,2017-10-17T21:22:38.000Z
11,Listening to this again he saying nigga every line wtf,11,0,0,,2017-10-17T23:24:25.000Z
0,Finished the whole album now i got nothing to listen too,3,0,0,,2017-10-18T12:49:16.000Z
0,ziggy!,,0,0,,2017-10-18T15:54:06.000Z
0,neva sole brick I understand da fastanaion think he d boy but he really a scamma baby,12,0,1,,2017-10-19T13:13:28.000Z
11,This shit Hard,11,0,1,,2017-10-19T18:39:26.000Z
0,Old GUWOP style,,0,0,,2017-10-19T19:54:27.000Z
0,RIP SLIM DUNKIN!,,0,0,,2017-10-19T20:45:25.000Z
11,Shout out to the OGs bumping Gucci when all these fake ass uzi vert niggas we are grade schoolin,11,0,1,,2017-10-20T04:22:37.000Z
11,Once Again this nigga GUCCI always killing shit.,11,0,2,,2017-10-21T00:26:13.000Z
0,"TEXAS ARTIST ""NEW""    Like/Share",,0,0,,2017-10-21T07:12:20.000Z
0,R.I.P bankroll and slam dunk,12,0,0,,2017-10-21T08:18:20.000Z
0,;THESE SUCKAZ AINT MEN ENOUGH TO SAY CONGRAGULATION;,11,1,2,,2017-10-21T19:43:45.000Z
0,sometimes i wonder if he owns the brand gucci,10,0,0,,2017-10-22T03:35:15.000Z
0,"I know the OLD gucci is here, in in a different flavour but he is here...and better yet, he is a better OLD Gucci",12,0,0,,2017-10-22T10:14:50.000Z
9,<NULL>,,0,0,,2017-10-23T20:21:29.000Z
11,“My pic should be laminated”  this nigga a rare card lol,11,0,0,,2017-10-25T02:19:22.000Z
11,Steph curry pound of kush under my armour nigga,11,0,0,,2017-10-25T16:27:51.000Z
0,Is it me or saying ni**a werd,2,0,0,,2017-10-25T21:27:30.000Z
11,"SHIT Brazy,,I'm Brazy,, LIFE Brazy Dey Say MY Wife Brazy",11,0,0,,2017-10-27T23:21:13.000Z
11,the beat is tight but all this shit sounds the same,11,0,0,,2017-10-30T18:22:36.000Z
11,Gucci fuckin made it,11,0,0,,2017-11-01T16:31:45.000Z
11,"I’m The definition of a rich trap nigga, ex con, drug don, certified killa!   ",11,0,0,,2017-11-01T20:03:26.000Z
9,<NULL>,,0,0,,2017-11-02T09:26:26.000Z
11,Glad u made it  Real nigga Shit.. Been a fan since way back ina 90s.,11,0,0,,2017-11-05T06:39:58.000Z
9,<NULL>,,0,0,,2017-11-05T14:44:29.000Z
11,Where the real Wop fans at? The niggas and bitches that was bumpin EA Sportscenter brand new? The niggas and bitches that Been fucking wit Wop since So Icy?,11,0,0,,2017-11-06T18:59:16.000Z
0,Gucci Guwop Wizop Wop,,0,1,,2017-11-13T10:06:56.000Z
0,"The say I am crazy, my wife crazy.... he married a killa",10,0,0,,2017-11-14T16:31:33.000Z
0,Hardest song on the album,12,0,0,,2017-11-16T15:18:00.000Z
9,<NULL>,,0,0,,2017-11-18T12:18:21.000Z
0,Best song on the album,3,0,0,,2017-11-19T08:05:43.000Z
0,Old school Gucci,,0,0,,2017-11-21T02:32:31.000Z
11,How does this only have 400k views? Pussy kids forget about Gucci or something? This song alone is first to second dopest songs on the album.,11,0,0,,2017-11-29T15:32:57.000Z
0,Alabama baby!!!!,,0,0,,2017-12-22T16:31:04.000Z
0,Steph Curry pound of kush under my armor niggadamm,12,0,0,,2017-12-26T15:44:18.000Z
0,THE BEAT tho smh,,0,0,,2018-01-06T06:55:15.000Z
9,<NULL>,,0,1,,2018-01-15T14:27:04.000Z
0,ZIGGY!,,0,0,,2018-01-17T08:46:56.000Z
0,bankroll woulda murked tf out this..rip to my boy,12,0,0,,2018-01-19T19:54:21.000Z
0,BRUH ISTG I FELT DAT SHII WEN HE WAS GIVING SHOUT OUTS AT DA END.,12,0,0,,2018-01-22T06:02:42.000Z
11,“im ysl desinger down i drip like gunna nigga” i bet yall dont even know who gunna is,11,0,0,,2018-02-02T12:11:23.000Z
9,<NULL>,,0,0,https://www.youtube.com/watch?v=73p7CsNZ-aI,2013-05-27T17:45:19.000Z
9,<NULL>,,0,0,,2013-05-27T23:54:36.000Z
9,<NULL>,,0,0,,2013-05-29T06:14:45.000Z
9,<NULL>,,0,0,,2013-05-30T04:08:48.000Z
9,<NULL>,,0,0,,2013-05-31T17:10:23.000Z
9,<NULL>,,0,0,,2013-06-02T05:50:05.000Z
9,<NULL>,,0,0,,2013-06-02T18:54:35.000Z
9,<NULL>,,0,0,,2013-06-02T19:26:29.000Z
9,<NULL>,,0,0,,2013-06-02T19:42:21.000Z
9,<NULL>,,0,0,,2013-06-02T19:47:56.000Z
9,<NULL>,,0,0,,2013-06-02T20:21:13.000Z
9,<NULL>,,0,0,,2013-06-02T20:30:37.000Z
9,<NULL>,,0,0,,2013-06-02T23:27:42.000Z
9,<NULL>,,0,0,,2013-06-02T23:43:40.000Z
9,<NULL>,,0,0,,2013-06-03T01:32:57.000Z
