comment_class,comment category,comment_text,reply_count,like_count,video_name,date
0,1,A good first move is to bat out all those cliff hanging worms out old the map. That is the moment when enemies are made.,0,0,,2017-09-19T13:32:30.000Z
0,3,This is an amazing game. The best since world party in 2001. Take the time to learn it. It is worth it.,0,0,,2017-09-19T13:34:50.000Z
0,,Wheres kelsey?,11,26,,2017-09-19T13:37:35.000Z
0,3,"EPIC GAME , always loved worms , i been playing Worms Ultimate Mayhem lately ... GREAT CONTENT METAL CREW !!!!!",0,0,,2017-09-19T13:46:43.000Z
0,2,Why the hat guy is still trying to be fun ?,4,5,,2017-09-19T13:47:19.000Z
0,8,"I am almost 100% certain that I played WORMS on an Amiga at a trade show in 1994, My dad worked for a UK Publisher that was massive in the 80s & 90s so we used to go to a lot of events to seek out good games to publish on consoles or just looking at where the latest game trends seemed to be going.",0,0,,2017-09-19T13:50:09.000Z
0,4,"How the hell this keeps selling, it is the same damn game every time",7,7,,2017-09-19T13:50:27.000Z
0,3,great idea great game lbut learn to play properly first its irritating watching you play without any idea,2,5,,2017-09-19T13:53:50.000Z
0,3,Worms is just such brilliant game. Worms armagedon on PC... classic!,0,0,,2017-09-19T13:54:37.000Z
0,2,"Who's the girl next to MJ, Katie? I like her, never saw her before though.",1,0,,2017-09-19T13:59:11.000Z
0,3,"Paul, of Drunken Mastery. Nice to see Katie in a video! Love these game play videos ",0,10,,2017-09-19T14:04:06.000Z
0,8,ah all them british accents in the game !!!,0,0,,2017-09-19T14:04:16.000Z
0,2,Is katie Anna's girlfriend?.,2,2,,2017-09-19T14:09:16.000Z
0,8,"Don't worry, DMP, I got your Roxanne reference.",0,0,,2017-09-19T14:32:53.000Z
0,4,"Damn, i would destroy them In some worms.",0,0,,2017-09-19T14:35:44.000Z
0,8,"I do not know why I have never played this series. It's always looked fun (sans the 3D iterations on the PS1/Saturn), but I have never gotten around to it. I hear tell Armageddon is pretty not too bad.",0,0,,2017-09-19T14:41:55.000Z
0,3,This was our first time playing WORMS on the PS4 so please forgive our suckage. But we had fun with the game anyway. Highly recommended!,22,58,,2017-09-19T14:53:29.000Z
0,8,"Lets play smash bros on the gamecube!Oh I forgot, Kinsey broke it",2,10,,2017-09-19T14:58:12.000Z
0,3,i like the updated graphics,0,0,,2017-09-19T15:11:30.000Z
0,2,"Hey metaljesus, I just bought a retron NUMBER and cannot get the wireless controller to pair. Any idea what I am doing wrong?",0,0,,2017-09-19T15:14:42.000Z
0,3,"You suck at Worms, but had a good time and that is the whole point.",0,0,,2017-09-19T15:15:22.000Z
0,3,That shot at 38:00 impressive.,0,1,,2017-09-19T15:19:33.000Z
0,2,No Kinsey.. Guess you did not want a broken PS4?,0,12,,2017-09-19T15:21:18.000Z
0,3,I remember playing worms 3D on the original Xbox with friends. Good memories of almost killing each other out of rage,0,0,,2017-09-19T15:24:12.000Z
0,3,"i havent played a worms game since worms 3d, but wow they pump these games out. So many on steam",0,0,,2017-09-19T15:24:33.000Z
0,3,I like how she quotes the Beat Box Boys,0,0,,2017-09-19T15:29:45.000Z
0,1,baseball bat is best used to knock people off the edge.,0,0,,2017-09-19T15:31:25.000Z
0,3,I love your beach house MJR.. and I envy that you have many awesome retro gamer friends to hang out & play games with With from Malaysia!,1,12,,2017-09-19T15:46:36.000Z
0,8,I had no idea this was on PS4,0,0,,2017-09-19T15:54:40.000Z
0,8,Count the penisis lol,0,0,,2017-09-19T16:09:13.000Z
0,3,I love the Worms series! Not played the ps4 version yet but it looks good. Cant help but feel that DMP was allowed to win by MJR's baseball swing,0,1,,2017-09-19T16:25:08.000Z
0,1,It looks like none of you have ever played Worms ever before...Worms was like the game here it was at its high times as popular as Sonic or Mario. Even parents and “cool kids“ played this,0,2,,2017-09-19T16:34:57.000Z
0,8,Cant wait for this to come to the switch!,1,3,,2017-09-19T16:51:17.000Z
0,1,If anyone wants to play me on Ranked mode JayfromtheUK is my PSN. Over NUMBER games played to date.,3,1,,2017-09-19T16:56:11.000Z
0,3,"I am Lovin it! Paul and Anna are my favorite contributors. Jesus rocks because he is so serious, it is easy to see that he earnestly loves games, but when the friends get playing together, it reminds me of the magic and fun that gaming makes possible",0,0,,2017-09-19T16:58:42.000Z
0,3,play it again!! this was a perfect party game,1,3,,2017-09-19T17:17:00.000Z
0,8,One of your friends shares the same last name as me and if you are wondering what my last name is well it is Kerr.,0,0,,2017-09-19T17:28:53.000Z
0,3,Good to see Katie again :-),0,4,,2017-09-19T17:53:52.000Z
0,1,Did you see there bringing NUMBER atari games onto the ps4. Can buy it physically each volume has a platinum.,0,0,,2017-09-19T18:02:40.000Z
0,1,Anna's drink is called Pogka! Super popular combo where I am from (Hawaii),0,0,,2017-09-19T18:07:51.000Z
0,4,Worms? They look like little poops,0,0,,2017-09-19T18:30:50.000Z
0,3,"Cool vid, but Worms came out in NUMBER not late '80s 🤓",0,0,,2017-09-19T19:35:32.000Z
0,3,Who's the mightiest of Metal Jesus' friends? My vote is either John Hancock or the Drunken Master. Reggie was up there until he got his snow cone machine,0,0,,2017-09-19T19:55:33.000Z
0,8,You can hurt someone with a banana...!,0,0,,2017-09-19T20:16:59.000Z
0,3,"Totally enjoyed watching this, WORMS, this game NEVER ages!",0,0,,2017-09-19T20:17:39.000Z
0,3,I totally enjoy MJR and MJR crew playing multiplayer games videos,0,8,,2017-09-19T20:36:23.000Z
0,1,"Local Multiplayer Rules!Should try:Axe, Bow & StaffSpeedRunnersVIDEOBALLLaser LeagueBlack & White BushidoHidden in Plain SightStikbold! A Dodgeball AdventureCastle CrashersWWF Raw (SNES)Smuggler's Run (PS2)",0,1,,2017-09-19T20:41:34.000Z
0,3,"Yes! Worms is one of the best series ever, I have the ""original"" worms for ps1, worms 3d for ps2 and worms open warfare NUMBER and NUMBER for PSP, oh My childhood",0,0,,2017-09-19T20:42:31.000Z
0,,Kinda like gunbound,0,0,,2017-09-19T20:51:44.000Z
0,4,Wish they did a good worms game on vita because the one on vita is terrible. I wish they just ported worms Armageddon or world party️,0,0,,2017-09-19T21:12:10.000Z
0,,2D Worms rule!,2,3,,2017-09-19T21:17:01.000Z
0,2,Cmon more vids from the beachhouse? Just push the dagger a little deeper.,0,0,,2017-09-19T21:37:25.000Z
0,8,The original Worms on PS1 was so addictive and engaging it nearly cost me and my house mates our University degrees.,0,0,,2017-09-19T21:52:47.000Z
0,8,I think it would've been cool to include some scenery that could collapse,0,0,,2017-09-19T22:09:00.000Z
0,8,Lolz from the preview image Paul kind of looks like Stone Cold Steve Austin XD,0,0,,2017-09-19T23:36:04.000Z
0,8,""" I got worms.... that is what we are going to call it "" -Dumb and Dumber",0,0,,2017-09-20T00:58:00.000Z
0,8,"Man i wish i had friends to drink, play games, and have fun with. Instead i'm drinking and watching other people have fun with their friends lol i suck",2,13,,2017-09-20T01:03:47.000Z
0,3,I have worms on ds this has made me want to play it,0,0,,2017-09-20T01:09:35.000Z
11,11,This game is boring as fuck.,0,4,,2017-09-20T01:21:08.000Z
0,8,"Paul???... Who the-..... Ohhhh, DRUNKEN Master Paul. Okay. I got it. ",0,0,,2017-09-20T01:46:04.000Z
0,2,that was a great video. alot of fun. i used to play it on the PS1. why did no-one use the ninja rope to get around?,0,0,,2017-09-20T02:32:12.000Z
0,3,Can't wait for the Switch version to come out soon. It's going to be the perfect part game for joy cons.,0,0,,2017-09-20T03:48:49.000Z
11,11,That game looks boring as fuck.,0,1,,2017-09-20T04:29:34.000Z
0,2,"Hope you dont start shifting to lets plays like AOS, AvgN, and Angry Joe.",0,0,,2017-09-20T05:24:20.000Z
0,3,Jesus you are my third favorite of all the things I want everyday I mean that you are like one of my friends that never got to meet but happen to like not happened to find his Groove in life to make people happy,0,1,,2017-09-20T07:23:59.000Z
0,3,Worms is a timeless classic.,0,0,,2017-09-20T12:20:39.000Z
0,3,Anna's reference to Einstein by Tech N9ne made me happy.,0,2,,2017-09-20T13:38:06.000Z
0,3,So many baseball kills wasted hehe,0,0,,2017-09-20T15:06:18.000Z
0,4,DMP is possibly the most annoying person I have ever seen. There is just no other way to say it.Literally the guy I would avoid like the plague and never want around in a group situation.,1,2,,2017-09-20T15:36:53.000Z
0,3,"metal jesus buddy, it is 4:20 somewhere. c'mon lets blaze it up cleveland waits!!!",0,0,,2017-09-20T15:46:54.000Z
0,3,"Greetings from Denmark. MetalJesusRocksFirst, I just want to say that I like your channel, but I have to correct you, worms are not from the late 80's but from the mid 90s and yes it is amiga original of course",0,1,,2017-09-20T17:22:42.000Z
0,,rematch..??:),0,2,,2017-09-20T18:25:33.000Z
0,2,"Hey Metal Jesus,I was watching your NUMBER tips for collecting. And in the interest of networking, i'm from Europe so if you (or friends) cant find a title i'm always willing to look for it here.I'm not a collector myself, just offering some network services.",0,0,,2017-09-20T21:02:02.000Z
0,3,was that a boom plane or a boom plan =),0,0,,2017-09-20T22:42:34.000Z
0,2,Why do not you play guitar hero,0,0,,2017-09-20T23:44:23.000Z
0,2,metaljesus when you just started on youtube was there anyone on here established to help you out? im looking for some pointers on my channel i'm literally learning as i go along my channel started with recording from a NUMBER inch flat screen with a cannon vixia lol,0,0,,2017-09-21T00:15:37.000Z
0,3,"Thanks for the video. It was a fun watch. I feel that the pinnacle of the Worms series was Worms World Party, back in the late nineties, I think. Countless hours spent on online multiplayer. :)",1,1,,2017-09-21T03:08:16.000Z
0,3,Hey Metal Jesus Im such a huge fan. I am a beginning ps2 psp ps vita rpg collector and looking to eventually collect neo geo cd...the first version the slow one lol. Could you do a review or something on the PSP Battle Spirits games...their such gems. First Battle Spirits Heroes Soul...but also Battle Spirits Kiseki no Hasha. Keep rocking. Im a bass player btw and would give anything to jam with too just throwing that out there,1,0,,2017-09-21T03:11:51.000Z
0,2,How many frat boys does it take to screw in a light bulb?,1,0,,2017-09-21T05:56:00.000Z
0,3,if you didnt know Metal Jesus liked Kirby your first guess would be hes in the Hells Angels,0,0,,2017-09-21T07:27:44.000Z
0,4,Paul is the most annoying person in the MJR crew. He never shuts up.,1,7,,2017-09-21T12:51:08.000Z
0,3,Worms has always been one of my favorites but this new one looks like another level. Great video!!,0,0,,2017-09-21T14:17:51.000Z
0,2,thought worms on pc from ca.94 was the first one,0,0,,2017-09-21T16:43:03.000Z
0,2,hey metal jesus! how exited are you for Doom and Wolfenstien NUMBER on the switch? are you going to pick them up?,0,0,,2017-09-21T19:21:16.000Z
0,3,anna and paul are staples on this channel.i always love to see them doing their video game thangs.,0,0,,2017-09-21T22:29:17.000Z
0,3,Worms Armageddon on PC is the ultimate Worms experience.,0,0,,2017-09-22T00:59:45.000Z
0,2,Is this where you want to be when little Jesus comes back LOL,0,0,,2017-09-22T01:52:27.000Z
0,3,Keep up the amazing videos MJR!,0,0,,2017-09-22T08:31:02.000Z
0,8,06:33 Saying what we are all thinking.,0,0,,2017-09-22T16:13:22.000Z
0,3,I loved the old one from I think snes or n64. Which system cant remember.,0,0,,2017-09-22T18:42:53.000Z
0,8,wow buddy you are not it! lmaFo,0,0,,2017-09-22T18:59:23.000Z
0,2,"SD format, windows media player, transmit wireless transistor format switch T1 ,how are we doing!",0,0,,2017-09-22T19:32:30.000Z
0,3,This was really awesome. I love these gameplay videos so much. Thanks!,0,0,,2017-09-23T01:01:31.000Z
0,,Cringe Master Paul.,0,2,,2017-09-23T01:01:53.000Z
0,,I have worms,0,0,,2017-09-23T01:19:41.000Z
0,4,"Its not like you have have never played worms, it had like NUMBER releases per console generation. You suckage contradicts your game collection, its like you collect but do not play.",2,0,,2017-09-23T01:36:51.000Z
0,8,Dont look at the comment section Dont look at the comment section Dont look at the comment sectionDammit,0,1,,2017-09-23T02:35:59.000Z
0,3,"Yanno, this game kinda reminds me of the old game, Lemmings. I remember Lemmings on old MS-DOS and then, if I remember correctly, they released a Lemmings game on SNES.",0,0,,2017-09-23T14:39:29.000Z
0,3,Let's plays are so good :) I LOVE THE METALJESUS! Love all the crew too! watch it every day! Good job man.,0,0,,2017-09-26T20:35:38.000Z
0,3,I loved worms Armageddon,0,0,,2017-09-28T00:59:01.000Z
0,4,"Put this on a "" I hate you episode "" , please lol",0,0,,2017-09-28T01:19:20.000Z
0,3,"I watch most of your videos because I think this is a great way to share the coolness of retro gaming. Thanks for doing this, you and your friends are very entertaining ",0,0,,2017-09-28T06:52:05.000Z
0,3,This was fun. DMP with the W,0,0,,2017-09-28T13:12:19.000Z
0,3,"Great video, but very frustrating to watch....",0,0,,2017-10-01T23:58:32.000Z
0,4,Used to love Worms back in the Xbox NUMBER games. Now the games are really expensive and the new art styles look ugly to me.,0,0,,2017-10-03T20:30:58.000Z
0,8,why did I get an advertisement for thrombosis......that's messed up,0,0,,2017-10-04T03:45:56.000Z
0,3,"Worms is a little like playing pool. Around the second and third bear you hit your stride and pocket everything, but drink more and the game seems to actively work against you.",0,0,,2017-10-04T05:06:19.000Z
0,8,who is the new dude with the glasses?JOKING,0,0,,2017-10-05T02:07:40.000Z
0,3,"I LOVE WORMS, well game not the real ones!",0,0,,2017-10-05T08:59:28.000Z
0,4,That was very hard to watch... you all really did suck... (sorry),0,0,,2017-10-15T08:02:15.000Z
0,8,Totally gotta look behind me in shower everytime now lol,0,0,,2017-11-07T17:31:12.000Z
0,2,does he ever answer anyone ????,0,0,,2017-11-14T17:15:38.000Z
0,8,Im not jealous at all people at aaaaaall /s,0,0,,2017-12-20T03:50:26.000Z
0,8,Not enough ninja rope,0,0,,2018-01-03T15:43:44.000Z
0,3,So many cringe worthy shots lol,0,0,,2018-01-24T07:47:48.000Z
0,3,Katie is the best,0,0,,2018-01-24T14:13:05.000Z
0,2,Was this at the beach house in Oregon?,0,0,,2018-01-27T23:17:29.000Z
0,8,This was our first time playing WORMS on the PS4 so please forgive our suckage. But we had fun with the game anyway. Highly recommended!,22,58,,2017-09-19T14:53:29.000Z
9,,<NULL>,0,0,https://www.youtube.com/watch?v=i8USelB9j6E,2017-06-04T19:58:47.000Z
9,,<NULL>,0,0,,2017-06-04T19:58:54.000Z
0,,Lovely,0,0,,2017-06-04T19:58:54.000Z
0,,Love your videos!,0,0,,2017-06-04T19:58:55.000Z
0,,hi :),0,0,,2017-06-04T19:58:56.000Z
0,,nipple bread,1,0,,2017-06-04T19:58:59.000Z
9,,<NULL>,0,0,,2017-06-04T19:59:01.000Z
0,,second on here,0,0,,2017-06-04T19:59:04.000Z
9,,<NULL>,1,0,,2017-06-04T19:59:05.000Z
9,,<NULL>,0,0,,2017-06-04T19:59:16.000Z
0,,shout me outttt,0,0,,2017-06-04T19:59:17.000Z
0,,47th like I am early!!,0,0,,2017-06-04T19:59:42.000Z
0,8,Like if he is the best,0,2,,2017-06-04T19:59:45.000Z
0,,Scotty got cake,0,0,,2017-06-04T19:59:57.000Z
0,8,do u know if panda is making this video?,0,0,,2017-06-04T20:00:29.000Z
0,2,fourzer0seven where do you find those jobs in gta NUMBER online?,3,7,,2017-06-04T20:00:54.000Z
0,11,RUN BICTH RUUUNNN!,0,0,,2017-06-04T20:01:28.000Z
0,,83 like ^_^,0,1,,2017-06-04T20:01:43.000Z
0,,32nd comment,0,1,,2017-06-04T20:01:50.000Z
0,3,your the coolest dude on youtube lol love the hair too,0,1,,2017-06-04T20:02:04.000Z
0,,what it is 407?,0,4,,2017-06-04T20:02:18.000Z
9,,<NULL>,4,7,,2017-06-04T20:07:35.000Z
0,8,If you guys want to laugh more you have to look in the mirror,0,0,,2017-06-04T20:12:31.000Z
0,8,If you guys want to laugh more you have to look in the mirror,0,0,,2017-06-04T20:12:43.000Z
0,3,2220 to watch :D LOVE THE VID!,0,1,,2017-06-04T20:12:45.000Z
0,1,The music at 5:20 sounds like off Cars 2: The Video Game. Tokyo Race.,0,2,,2017-06-04T20:13:26.000Z
0,3,Scotty I love you <3,0,1,,2017-06-04T20:16:04.000Z
0,8,im number NUMBER yay,0,1,,2017-06-04T20:17:49.000Z
0,8,Forst dislike lmao jk ill like it now :3,0,1,,2017-06-04T20:18:01.000Z
0,2,"hey Scotty could you please please try the game ""We were Here"". Its a really fun Puzzle game for NUMBER Players. You two will be seperated in two different rooms and you have too help each other the solve the puzzle through a Walkytalky. (or like I did it through skype :D)",5,63,,2017-06-04T20:18:17.000Z
0,2,What did mini Ladd say when he was on Scott's team,0,0,,2017-06-04T20:22:15.000Z
0,3,When I caught a beer can fishing I knew it was time to stop so I go on YouTube and BAM! New content,0,16,,2017-06-04T20:24:00.000Z
0,3,Now THAT!! WAS!!! THE BEST INTRO!!!! :D,0,0,,2017-06-04T20:24:34.000Z
9,,<NULL>,0,0,,2017-06-04T20:28:04.000Z
0,3,I will slurp that noodle hair all day long,0,1,,2017-06-04T20:31:01.000Z
0,4,this video was uploaded so long after everyone else uploaded theirs,4,0,,2017-06-04T20:35:25.000Z
11,11,Stop reading comments and scroll your ass back up and watch the video,6,19,,2017-06-04T20:44:44.000Z
0,8,60th btw,0,0,,2017-06-04T20:45:01.000Z
0,2,7:18 Is that Rhythm Thief music I hear? Awesome.,0,1,,2017-06-04T20:50:28.000Z
0,3,Your GTA avatar is hot!,0,0,,2017-06-04T20:53:52.000Z
0,4,16:17 THAT RKO! Or just a K.O. BUT IT WAS SICK!,0,0,,2017-06-04T20:54:05.000Z
0,3,I love Panda's rage,0,0,,2017-06-04T20:58:01.000Z
0,1,you can zoom with the sniper rifle you know,0,0,,2017-06-04T21:00:23.000Z
0,8,He said the bathroom is scared,0,1,,2017-06-04T21:01:39.000Z
0,10,"I have been sent by Nogla, sup",0,0,,2017-06-04T21:48:30.000Z
0,3,Love the intro Scottie!! <3,1,0,,2017-06-04T21:52:26.000Z
0,8,I was waiting for one of them to put the dixie horn in the video!,0,1,,2017-06-04T22:59:58.000Z
0,8,17:45 that Jet Set Radio song! <3,0,1,,2017-06-04T23:47:57.000Z
0,8,thought it was an actual avalanche :-( been tricked,0,0,,2017-06-04T23:53:53.000Z
11,8,"That ""my leg"" at 5:50 fucking killed me",2,2,,2017-06-04T23:55:42.000Z
0,,beam me up Scotty!,0,0,,2017-06-05T00:04:51.000Z
0,4,NO WAYY!! ARE YOU KIDDING ME!!!!! NOOOOO WWAAAYYYYYYYYYY,0,0,,2017-06-05T00:32:13.000Z
0,3,This was my favorite video ever!!!🤣🤣🤣🤣🤣🤣,2,0,,2017-06-05T00:34:55.000Z
0,,Scotty has not changed,0,0,,2017-06-05T01:06:59.000Z
0,3,his hair makes me hungry for ramen,0,6,,2017-06-05T01:32:53.000Z
0,3,I just realized Panda's character looks like the white half-brother of Nogla's character,0,0,,2017-06-05T02:12:59.000Z
0,8,sub to me for videos ;),1,0,,2017-06-05T02:22:46.000Z
0,3,"""Tires are the Strongest Weapon in GTA"" by BigJigglyPanda",0,5,,2017-06-05T03:12:35.000Z
0,2,what is the song name in 0:23,0,0,,2017-06-05T03:29:12.000Z
0,8,0:49 Marcel: el baño es izquierdaThat means: the bathroom is left,0,17,,2017-06-05T04:05:45.000Z
0,3,"I think this is the happiest I have heard of you and Panda ever be. When you know, the cars were just right there to snipe you. But this was pretty neat. Good game.",0,0,,2017-06-05T04:34:32.000Z
0,3,I think that was portuguese,1,1,,2017-06-05T05:02:09.000Z
0,3,For once Anthony is winning a game only cuz lowkey Scott is carrying both of each other,1,4,,2017-06-05T05:27:35.000Z
0,,HEY B0SS,0,0,,2017-06-05T05:28:33.000Z
0,,Suh dude,0,0,,2017-06-05T05:47:50.000Z
0,3,Panda actually did good for once in a video game,1,0,,2017-06-05T07:23:47.000Z
0,2,What's the music at 4:08 ?,0,0,,2017-06-05T07:48:32.000Z
0,2,What is the song with the du du du,0,0,,2017-06-05T11:49:42.000Z
0,2,does anyone know a job like this for ps4?,1,1,,2017-06-05T11:54:09.000Z
0,,At 15:54,0,0,,2017-06-05T11:55:01.000Z
0,2,what is the name of the gamemode/map?,2,0,,2017-06-05T12:53:58.000Z
0,3,if u can dodge a truck u can doge a ball,0,5,,2017-06-05T13:05:02.000Z
0,3,my Awesome Xbox one and my awesome Future soon PS4 and beautiful girls 🤗🤗 and more 🤘,0,1,,2017-06-05T13:43:51.000Z
0,3,Omg It's so refreshing to hear Mini be cheerful again!,0,0,,2017-06-05T14:04:14.000Z
0,11,Zoom into the sniper mother fucker,0,0,,2017-06-05T16:40:29.000Z
0,2,What was the name of that song at about NUMBER minutes into the video?,0,0,,2017-06-05T17:03:58.000Z
9,,<NULL>,0,0,,2017-06-05T18:15:53.000Z
0,3,1:35 XD lmao panda cracks me up :D,0,0,,2017-06-05T18:17:58.000Z
0,3,if you Can dodge a NUMBER ton car y ou Can dodge a ball,0,1,,2017-06-05T21:01:45.000Z
0,8,7:37 true religion on the line,0,0,,2017-06-05T23:48:09.000Z
0,8,"""Can you do the line?""""...""*quietly* ""Run it back.""",0,4,,2017-06-06T00:52:02.000Z
0,3,Jiggly looks like a Walmart's version of Carrot Top,1,0,,2017-06-06T04:15:55.000Z
0,1,that was Portuguese btw....just saying,1,0,,2017-06-06T04:17:06.000Z
0,3,That intro was epic asf!,1,0,,2017-06-06T04:37:51.000Z
0,4,cracker Scotty getting salty,0,0,,2017-06-06T06:22:38.000Z
0,3,Scotty your my favourite youtuber please can you help me,0,0,,2017-06-06T07:36:55.000Z
9,,<NULL>,0,0,,2017-06-06T10:34:59.000Z
11,4,"Scooty i think you should practice at making a trailer, just go to Marcel",0,0,,2017-06-06T14:20:14.000Z
0,10,I had a dream where u came to our school and we were walking around the gazebo and I asked if u were hungry and u said yes then I gave u half my ice cream and once u took a bite I said I had herpes  u laughed so hard,0,0,,2017-06-06T16:35:08.000Z
0,3,If you can dodge traffic you can dodge a ball :),0,0,,2017-06-07T12:58:54.000Z
0,,15:27,0,0,,2017-06-08T00:57:19.000Z
0,8,the Pokemon games battle song lol,0,0,,2017-06-08T05:47:21.000Z
0,3,They literally have the biggest possible arrows in the sky telling them exactly where to shoot and spend NUMBER minutes shooting at nothing and raging... Really gotta love these kids,0,0,,2017-06-08T23:33:29.000Z
0,3,Going up the mountain's like your college career.,0,0,,2017-06-14T04:17:27.000Z
0,11,fourzer0seven damn ur character is thick and got a big booty,0,0,,2017-06-22T04:55:27.000Z
0,2,Where do you find this game mode ?,0,0,,2017-06-27T22:22:24.000Z
0,3,Scottys players ads as she goes up the hill,0,0,,2017-07-08T12:40:22.000Z
0,3,"""It's like playing dodgeball with semi trucks"" Marcel 2k17",0,0,,2017-07-14T03:33:19.000Z
0,8,"Every time Scotty is about to die, Mini always makes a noise. Maybe I am just crazy.",0,0,,2017-08-22T19:34:26.000Z
0,8,I just here for pandas rage,0,0,,2017-11-14T23:16:57.000Z
0,3,I love this mode so much,0,0,,2017-11-15T20:10:29.000Z
0,,Sweet! :)),0,1,https://www.youtube.com/watch?v=hVdTQWASliE,2017-08-14T14:09:32.000Z
0,3,"Man, huge respect! Every day a new video.",0,1,,2017-08-14T14:11:57.000Z
0,3,"thanks brad, nice tutorial for beginners",0,2,,2017-08-14T14:12:29.000Z
0,,Yayayayayayaya! He is back.,0,0,,2017-08-14T14:15:37.000Z
0,2,"Wow, It's really helpful for meAre you see your website on google 1st page?I Will Do Local SEO For Your Website On Google 1st Page GuaranteedPlease see my gig ",0,0,,2017-08-14T14:21:35.000Z
0,2,The main focus here is the showcase image header area but I would love to see you guys take this and keep going and turn it into a real website. I will approve any links to your work. Little homework assignment :),7,38,,2017-08-14T14:21:56.000Z
0,2,Please do a video on Stripe. It would be really helpful. Thanks!,0,1,,2017-08-14T14:25:08.000Z
0,3,I wish you were my college teacher! My teacher sucks. GrrrSending love from Brazil.,2,1,,2017-08-14T14:26:17.000Z
0,2,"I do not know why you do not do a complete course about node js. I watched your fourth or five videos about node js, but i wish you continued with your section about nodejs. Thank you for share your knowledges.",0,3,,2017-08-14T14:26:47.000Z
0,3,"Whenever i feel like to do something new, i get notified by travery media for a new tutorial.Thankyou very much for keeping us motivated!!!",0,4,,2017-08-14T14:32:38.000Z
0,3,Brad - this was super helpful. Thanks man.,0,0,,2017-08-14T14:34:29.000Z
0,2,Thanks brad.... Can u do video on how create chatbot using nodejs...,0,1,,2017-08-14T14:34:59.000Z
0,3,this is what i am looking for ........ awesome bro......,0,4,,2017-08-14T14:39:08.000Z
0,2,Hi Brad please do small project using nodejs + typescript,0,0,,2017-08-14T14:39:21.000Z
0,3,"I learn a lot from your channel, So thanks",0,0,,2017-08-14T14:40:23.000Z
0,2,"Just wondering, is there a reason why you prefer atom to microsofts vs code? Or is it just down to personal preference? :)",5,0,,2017-08-14T14:43:52.000Z
0,3,"Yet again, another awesome video!! One of your early videos made me decide to pursue a career in web development ",0,0,,2017-08-14T14:46:28.000Z
0,2,"awesome work , just I have question for centering the text inside showcase suppose that I created a div for it give it absolute, top 50%, height 50% , transform : translate ( - 50%,-50%) text align center will it work or can I add this propties directly to ",0,0,,2017-08-14T14:53:04.000Z
0,3,"It might be very simple,but is very helpful for the beginners.",0,0,,2017-08-14T14:58:44.000Z
0,3,"Great tutorial, Brad! Keep it coming! :)",0,0,,2017-08-14T14:59:38.000Z
0,,Try Atom Beta,0,0,,2017-08-14T15:00:45.000Z
0,2,Whats the plugin for new tab?,2,0,,2017-08-14T15:13:34.000Z
0,3,Your tutorials are freaking awesome! gonna name my first child Brad ... no matter what gender it is going to be (=,6,80,,2017-08-14T15:13:45.000Z
0,3,Awesome!! How do you make background transparent?,0,0,,2017-08-14T15:21:30.000Z
0,3,"Amazing. Looking for WebRTC based application, i.e. simple browser to browser based video conference application. (peerjs)",4,0,,2017-08-14T15:23:01.000Z
0,3,Bro you are great !!,0,1,,2017-08-14T15:37:54.000Z
0,1,"Hey man, just to save some time at 17:50 you could've made all three of those boxes in one comment in Emmet. Something like .box${lorem20}*3",2,2,,2017-08-14T15:52:30.000Z
0,2,how to use bounce.js library?,0,0,,2017-08-14T15:56:04.000Z
0,3,your tutorials are awesome!,0,0,,2017-08-14T15:57:38.000Z
0,10,"yo ssap man, please nuxtjs",0,0,,2017-08-14T16:02:31.000Z
0,3,"Awesome man, keep it up",0,0,,2017-08-14T16:13:55.000Z
9,,<NULL>,0,0,,2017-08-14T16:32:27.000Z
0,,AwesomeMan awesome tutorials,0,0,,2017-08-14T16:41:00.000Z
0,,Thanks for this video..........,0,0,,2017-08-14T16:41:10.000Z
0,3,Amazing work as always keep the hard work.,0,0,,2017-08-14T16:49:28.000Z
0,3,There is no need to watch the video before you like it. You already know...,0,3,,2017-08-14T16:57:22.000Z
0,2,"Excellent Brad. I would like to see a video of you, about building an email marketing from scratch. Thanks",0,0,,2017-08-14T17:00:42.000Z
0,2,can u make a video on web application using Java at back end? servlets in java,0,0,,2017-08-14T17:01:05.000Z
0,,Thanks Brad.,0,0,,2017-08-14T17:04:43.000Z
0,1,I just love your videos...I just want to suggest that you should also do a mini series or something like a NUMBER hour long video on spring framework...The reason i am asking this to you is that because you elaborate the content wonderfully...And i think a video from you on spring will be very helpfull for members that want to learn serverside java programming...,0,0,,2017-08-14T17:10:36.000Z
0,2,how can I make my atom auto reload the webpage when i save the file? Please help.,2,0,,2017-08-14T17:13:58.000Z
0,3,"you probably do not know this, but man you are Magician!",0,1,,2017-08-14T17:21:38.000Z
0,3,Clean and concise tutorials. Love it.,0,4,,2017-08-14T17:34:05.000Z
0,1,"Bootstrap would make it nicer, but however this was for the newbies so I understand. Very nice job Brad. I appreciate all your effort.",3,1,,2017-08-14T18:11:15.000Z
0,2,"Hello Brad, I really love your tutorials!Could you do a tutorial about how we can build a functional contact form with NodeJS? I could help with the HTML/CSS form design. Let me know what you think!",0,1,,2017-08-14T18:13:58.000Z
0,3,"Short, understandable and nice looking. You're doing a grat job Brad. Keep on going !",0,1,,2017-08-14T18:35:09.000Z
0,3,I am just gonna go ahead and like this off the bat,0,0,,2017-08-14T18:53:52.000Z
